open_time,open,high,low,close,volume,close_time,num_trades,return,log_return,volatility_24,volume_change,ma_24,ma_24_dev,rsi_14,macd,macd_signal,macd_hist,atr_14,bb_upper,bb_lower,bb_width,obv,zscore_score,iso_score,lof_score,ocs_score,anomaly_score,is_anomaly,ae_score,anomaly_score_v3,is_anomaly_v3,iso_scaled,ae_score_improved,anomaly_score_v5
2025-05-28 00:00:00+00:00,108901.0,110407.0,108292.0,109068.0,,2025-05-28 00:00:00+00:00,,,,,,,,,,,,,,,,0.0,0.15468971833637102,0.04624961240486192,0.9999999985177421,0.9604216349478769,0.34920634915091964,0,0.0,0.38333333326944447,0,0.5371259487984248,0.0,0.42187499993408206
2025-06-01 00:00:00+00:00,109010.0,109104.0,103296.0,104688.0,,2025-06-01 00:00:00+00:00,,-0.04015843327098689,-0.04098704279724963,,,,,,,,,,,,,0.0,1.883654461842286,0.05316163630603965,0.9991928505374688,0.9825973740662758,0.0,0,0.0,0.0,0,0.9999999362733206,0.0,0.0
2025-06-05 00:00:00+00:00,104686.0,106807.0,103939.0,104813.0,,2025-06-05 00:00:00+00:00,,0.0011940241479444502,0.0011933118680396149,,,,,,,,,,,,,0.0,0.10328269155422505,0.017515977461255994,0.9939907383809348,0.9999991409724635,0.3968253967624087,0,0.0,0.39999999993333335,0,0.5323233822690954,0.0,0.45312499992919925
2025-06-09 00:00:00+00:00,104803.0,106365.0,100783.0,105692.0,,2025-06-09 00:00:00+00:00,,0.008386364286872894,0.008351394112946053,,,106065.25,-0.003519060201149764,,-735.6768122025969,,,,,,,0.0,0.206373375942158,0.0176927075120904,0.011722369019098266,0.9780280258746727,0.49206349198538674,0,0.0,0.4833333332527778,0,0.30025841005221776,0.0,0.6249999999023438
2025-06-13 00:00:00+00:00,105724.0,110282.0,105426.0,105979.0,,2025-06-13 00:00:00+00:00,,0.0027154373084055106,0.0027117571691359643,0.022343895046989505,,106048.0,-0.0006506487628243814,22.764944454240876,-803.4929473018128,,,,,,,0.0,0.03778039227395145,-0.025054671539166073,0.00224191600166354,0.914363646023577,0.9999999998412699,1,0.0,0.9999999998333333,1,0.6993759303977217,0.0,0.9687499998486329
2025-06-17 00:00:00+00:00,105898.0,108785.0,103081.0,106951.0,,2025-06-17 00:00:00+00:00,,0.009171628341463789,0.00912982437082377,0.020652350883250552,,106198.5,0.007085787464041394,34.06593406593406,-769.9301705584512,,,,,,,0.0,0.24018181302854827,-0.021715792268249823,0.010158251119368533,0.9376510942520169,0.7301587300428319,0,0.0,0.6999999998833333,0,0.11239917721455647,0.0,0.9531249998510744
2025-06-21 00:00:00+00:00,106842.0,107644.0,102624.0,103290.0,,2025-06-21 00:00:00+00:00,,-0.03423062897962614,-0.03483021962978761,0.022275107723515,,105783.0,-0.023567113808456934,21.962344720496887,-1026.9059988015943,-808.0836521520328,-218.8223466495615,,,,,0.0,1.6284412029731872,0.06567042856697125,0.009570682705106814,0.9419638217826659,0.3015873015394306,0,0.0,0.23333333329444444,0,0.6939848987236797,0.0,0.26562499995849614
2025-06-25 00:00:00+00:00,103292.0,106129.0,98467.0,105976.0,,2025-06-25 00:00:00+00:00,,0.02600445348049174,0.025672087363417972,0.024222619403406774,,105807.125,0.0015960645372417029,38.09853733641262,-1002.2698984359449,-846.9209014088152,-155.3489970271297,5357.142857142857,,,,0.0,0.9648953745012158,0.041527660626418994,0.00224191600166354,0.9999995381630395,0.412698412632905,0,0.0,0.33333333327777775,0,0.4446184460827773,0.0,0.42187499993408206
2025-06-29 00:00:00+00:00,106036.0,108116.0,105985.0,107332.0,,2025-06-29 00:00:00+00:00,,0.012795349890541319,0.012714181056932006,0.023184691061302446,,105976.55555555556,0.012790040564527313,43.949532970862954,-863.3752910447802,-850.2117793360082,-13.163511708771921,4955.0,,,,0.0,0.3961960368992824,-0.017445987261504092,0.009089769957225878,0.9099998723153402,0.777777777654321,0,0.0,0.6999999998833333,0,0.1875490135667489,0.0,0.89062499986084
2025-07-03 00:00:00+00:00,107333.0,109608.0,105402.0,108824.0,,2025-07-03 00:00:00+00:00,,0.01390079379868081,0.013805063892236902,0.022307129212162793,,106261.3,0.02411696450165768,49.22970071978786,-625.6957520227006,-805.3085738733467,179.61282185064613,4871.777777777777,109909.96746452272,102612.63253547729,0.06867349570394335,0.0,0.44378936630532284,0.012011974579927198,0.16889855159746192,0.0,0.6666666665608465,0,0.0,0.5666666665722222,0,0.3038898756564983,0.0,0.6874999998925782
